ID	日付	時間	緯度	経度	速度(km/hour)	高度(m)	角度(°)	距離(m)
164	2018-01-23	15:53:13	N35.26.34.368	E136.34.17.832	31.0	0.1	0.0	0.0	0
165	2018-01-23	15:53:14	N35.26.34.368	E136.34.17.832	31.0	0.1	0.0	0.0	0
166	2018-01-23	15:53:16	N35.26.34.368	E136.34.17.832	31.0	0.1	0.0	0.0	0
167	2018-01-23	15:53:18	N35.26.34.368	E136.34.17.832	31.0	0.1	0.0	0.0	0
168	2018-01-23	15:53:19	N35.26.34.368	E136.34.17.832	31.0	0.1	0.0	0.0	0
169	2018-01-23	15:53:20	N35.26.34.368	E136.34.17.832	31.0	0.1	0.0	0.8097221259982839	0
170	2018-01-23	15:53:21	N35.26.34.404	E136.34.17.832	31.0	0.1	0.0	0.0	0
171	2018-01-23	15:53:23	N35.26.34.404	E136.34.17.832	31.0	0.3	0.0	0.8097221259982839	0
172	2018-01-23	15:53:24	N35.26.34.368	E136.34.17.832	31.0	2.0	0.0	0.8097221244530645	0
173	2018-01-23	15:53:25	N35.26.34.332	E136.34.17.832	31.0	7.3	337.8366138967733	1.9639107076926976	0
174	2018-01-23	15:53:26	N35.26.34.260	E136.34.17.868	31.0	13.1	344.8068775383877	8.013538140583583	0
175	2018-01-23	15:53:28	N35.26.33.936	E136.34.17.976	31.0	22.4	342.6018858565705	11.90225616419769	0
176	2018-01-23	15:53:30	N35.26.33.468	E136.34.18.156	31.0	30.2	345.7163351937407	14.096298899589579	0
177	2018-01-23	15:53:32	N35.26.32.892	E136.34.18.336	31.0	36.1	337.83647133800815	17.675231795473962	0
178	2018-01-23	15:53:34	N35.26.32.244	E136.34.18.660	30.0	40.7	337.83644811205806	9.819580876617351	0
179	2018-01-23	15:53:35	N35.26.31.884	E136.34.18.840	30.0	42.9	327.6393145961195	10.65791256042843	0
180	2018-01-23	15:53:36	N35.26.31.560	E136.34.19.092	30.0	44.1	330.3041906138944	22.45429155264325	0
181	2018-01-23	15:53:38	N35.26.30.840	E136.34.19.596	30.0	46.1	324.0886087613318	11.493765498740437	0
182	2018-01-23	15:53:39	N35.26.30.516	E136.34.19.884	30.0	46.5	326.9051037989118	12.023492907370098	0
183	2018-01-23	15:53:40	N35.26.30.156	E136.34.20.172	30.0	46.2	317.6803736007258	25.200911856003682	0
184	2018-01-23	15:53:42	N35.26.29.544	E136.34.20.856	30.0	44.1	312.6318302292444	25.323184949143354	0
185	2018-01-23	15:53:44	N35.26.29.004	E136.34.21.576	30.0	45.8	311.75453506206094	13.831804431040808	0
186	2018-01-23	15:53:45	N35.26.28.716	E136.34.21.972	30.0	46.7	301.5380357863702	14.189783790002302	0
187	2018-01-23	15:53:46	N35.26.28.500	E136.34.22.404	30.0	46.3	307.99305584988673	13.471597591293273	0
188	2018-01-23	15:53:47	N35.26.28.248	E136.34.22.800	30.0	46.4	305.6026209078478	14.48702803919713	0
189	2018-01-23	15:53:48	N35.26.27.996	E136.34.23.232	30.0	47.2	308.6770508199221	28.293060843746517	0
190	2018-01-23	15:53:50	N35.26.27.456	E136.34.24.060	30.0	47.1	307.9929557262104	13.471614755446776	0
191	2018-01-23	15:53:51	N35.26.27.204	E136.34.24.456	30.0	47.4	308.67697442812636	28.293088650647004	0
192	2018-01-23	15:53:53	N35.26.26.664	E136.34.25.284	30.0	48.4	311.7543052316682	13.831853919330868	0
193	2018-01-23	15:53:54	N35.26.26.376	E136.34.25.680	30.0	49.1	315.12154425696474	14.229096875949187	0
194	2018-01-23	15:53:55	N35.26.26.052	E136.34.26.076	30.0	50.0	315.121512223101	14.229103432051724	0
195	2018-01-23	15:53:56	N35.26.25.728	E136.34.26.472	30.0	50.9	318.1335676963928	14.660352194871392	0
196	2018-01-23	15:53:57	N35.26.25.368	E136.34.26.868	30.0	51.2	323.7493209877163	12.866715792683186	0
197	2018-01-23	15:53:58	N35.26.25.008	E136.34.27.192	30.0	51.4	320.8295486141299	13.74791304481359	0
198	2018-01-23	15:53:59	N35.26.24.648	E136.34.27.552	30.0	51.7	329.3521738658418	12.583275059801036	0
199	2018-01-23	15:54:00	N35.26.24.252	E136.34.27.840	30.0	51.4	330.45693853874997	25.746135827535014	0
200	2018-01-23	15:54:02	N35.26.23.424	E136.34.28.416	30.0	52.2	337.83583349003374	11.783853368879297	0
201	2018-01-23	15:54:03	N35.26.22.992	E136.34.28.632	30.0	52.0	337.8357713465938	23.567730354543325	0
202	2018-01-23	15:54:05	N35.26.22.128	E136.34.29.064	30.0	49.7	337.83574397363424	11.78387699044739	0
203	2018-01-23	15:54:06	N35.26.21.696	E136.34.29.280	29.0	50.0	339.67878617972485	10.49764764730484	0
204	2018-01-23	15:54:07	N35.26.21.300	E136.34.29.460	29.0	49.5	337.8356867916877	11.783891426115227	0
205	2018-01-23	15:54:08	N35.26.20.868	E136.34.29.676	30.0	47.8	336.0396087899329	22.251181004186527	0
206	2018-01-23	15:54:10	N35.26.20.076	E136.34.30.108	30.0	48.8	337.8356022498269	11.783915047167516	0
207	2018-01-23	15:54:11	N35.26.19.644	E136.34.30.324	30.0	48.7	339.67865406093836	10.497683579365505	0
208	2018-01-23	15:54:12	N35.26.19.248	E136.34.30.504	29.0	48.6	336.0395218646315	11.125613838734722	0
209	2018-01-23	15:54:13	N35.26.18.852	E136.34.30.720	29.0	48.4	336.0394928143471	11.125620841725356	0
210	2018-01-23	15:54:14	N35.26.18.456	E136.34.30.936	29.0	48.1	341.2489332984541	11.193014366437868	0
211	2018-01-23	15:54:15	N35.26.18.024	E136.34.31.116	29.0	47.7	336.03943207051185	11.125633676141103	0
212	2018-01-23	15:54:16	N35.26.17.628	E136.34.31.332	29.0	47.4	336.88864714943287	20.94118913787838	0
213	2018-01-23	15:54:18	N35.26.16.872	E136.34.31.728	28.0	45.3	338.7950391534818	20.31288221565282	0
214	2018-01-23	15:54:20	N35.26.16.116	E136.34.32.088	28.0	42.8	331.49077186525585	9.876790147988128	0
215	2018-01-23	15:54:21	N35.26.15.792	E136.34.32.304	28.0	41.5	331.49074499832017	9.876795410978637	0
216	2018-01-23	15:54:22	N35.26.15.468	E136.34.32.520	28.0	40.2	335.6466915256907	9.163700441852733	0
217	2018-01-23	15:54:23	N35.26.15.144	E136.34.32.700	28.0	38.79	340.0941370326055	8.536064302590454	0
218	2018-01-23	15:54:24	N35.26.14.820	E136.34.32.844	28.0	37.6	345.5713311059615	16.767787927547083	0
